fullname,texturepath,ptmf,leaf,title,support,dims,thickness,area,year,edition,printpath,suffix,rv,tr,height,width,portrait,leafside,leaflightangle,suffixportrait,rvportrait,editionportrait,editionsuffix,editionsuffixportrait,editionside,editionsideportrait,editionlightangle,editionlightangleportrait
2595_20_vt,img/2595_20_vt.jpeg,2595,2595_20,Portrait de Claude,velin,30.5 x 26.5 cm,0.348,808,1946,23,prints/23_1946_2595-20121036.jpg,vt,v,t,30.5,26.5,True,2595_20_v,2595_20_t,vt_True,v_True,23_True,23_vt,23_vt_True,23_v,23_v_True,23_t,23_t_True
2595_6_rr,img/2595_6_rr.jpeg,2595,2595_6,Portrait de Claude,velin,30.5 x 26.5 cm,0.345,808,1946,23,prints/23_1946_2595-20121036.jpg,rr,r,r,30.5,26.5,True,2595_6_r,2595_6_r,rr_True,r_True,23_True,23_rr,23_rr_True,23_r,23_r_True,23_r,23_r_True
2595_6_rt,img/2595_6_rt.jpeg,2595,2595_6,Portrait de Claude,velin,30.5 x 26.5 cm,0.345,808,1946,23,prints/23_1946_2595-20121036.jpg,rt,r,t,30.5,26.5,True,2595_6_r,2595_6_t,rt_True,r_True,23_True,23_rt,23_rt_True,23_r,23_r_True,23_t,23_t_True
2595_6_vr,img/2595_6_vr.jpeg,2595,2595_6,Portrait de Claude,velin,30.5 x 26.5 cm,0.345,808,1946,23,prints/23_1946_2595-20121036.jpg,vr,v,r,30.5,26.5,True,2595_6_v,2595_6_r,vr_True,v_True,23_True,23_vr,23_vr_True,23_v,23_v_True,23_r,23_r_True
2595_6_vt,img/2595_6_vt.jpeg,2595,2595_6,Portrait de Claude,velin,30.5 x 26.5 cm,0.345,808,1946,23,prints/23_1946_2595-20121036.jpg,vt,v,t,30.5,26.5,True,2595_6_v,2595_6_t,vt_True,v_True,23_True,23_vt,23_vt_True,23_v,23_v_True,23_t,23_t_True
2595_essai_rr,img/2595_essai_rr.jpeg,2595,2595_essai,Portrait de Claude,velin,30.5 x 26.5 cm,0.336,808,1946,23,prints/23_1946_2595-20121036.jpg,rr,r,r,30.5,26.5,True,2595_essai_r,2595_essai_r,rr_True,r_True,23_True,23_rr,23_rr_True,23_r,23_r_True,23_r,23_r_True
2595_essai_rt,img/2595_essai_rt.jpeg,2595,2595_essai,Portrait de Claude,velin,30.5 x 26.5 cm,0.336,808,1946,23,prints/23_1946_2595-20121036.jpg,rt,r,t,30.5,26.5,True,2595_essai_r,2595_essai_t,rt_True,r_True,23_True,23_rt,23_rt_True,23_r,23_r_True,23_t,23_t_True
2595_essai_vr,img/2595_essai_vr.jpeg,2595,2595_essai,Portrait de Claude,velin,30.5 x 26.5 cm,0.336,808,1946,23,prints/23_1946_2595-20121036.jpg,vr,v,r,30.5,26.5,True,2595_essai_v,2595_essai_r,vr_True,v_True,23_True,23_vr,23_vr_True,23_v,23_v_True,23_r,23_r_True
2595_essai_vt,img/2595_essai_vt.jpeg,2595,2595_essai,Portrait de Claude,velin,30.5 x 26.5 cm,0.336,808,1946,23,prints/23_1946_2595-20121036.jpg,vt,v,t,30.5,26.5,True,2595_essai_v,2595_essai_t,vt_True,v_True,23_True,23_vt,23_vt_True,23_v,23_v_True,23_t,23_t_True
2596_12_rr,img/2596_12_rr.jpeg,2596,2596_12,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,rr,r,r,18.3,13.5,True,2596_12_r,2596_12_r,rr_True,r_True,25_True,25_rr,25_rr_True,25_r,25_r_True,25_r,25_r_True
2596_12_rt,img/2596_12_rt.jpeg,2596,2596_12,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,rt,r,t,18.3,13.5,True,2596_12_r,2596_12_t,rt_True,r_True,25_True,25_rt,25_rt_True,25_r,25_r_True,25_t,25_t_True
2596_12_vr,img/2596_12_vr.jpeg,2596,2596_12,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,vr,v,r,18.3,13.5,True,2596_12_v,2596_12_r,vr_True,v_True,25_True,25_vr,25_vr_True,25_v,25_v_True,25_r,25_r_True
2596_12_vt,img/2596_12_vt.jpeg,2596,2596_12,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,vt,v,t,18.3,13.5,True,2596_12_v,2596_12_t,vt_True,v_True,25_True,25_vt,25_vt_True,25_v,25_v_True,25_t,25_t_True
2596_18_rr,img/2596_18_rr.jpeg,2596,2596_18,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,rr,r,r,18.3,13.5,True,2596_18_r,2596_18_r,rr_True,r_True,25_True,25_rr,25_rr_True,25_r,25_r_True,25_r,25_r_True
2596_18_rt,img/2596_18_rt.jpeg,2596,2596_18,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,rt,r,t,18.3,13.5,True,2596_18_r,2596_18_t,rt_True,r_True,25_True,25_rt,25_rt_True,25_r,25_r_True,25_t,25_t_True
2596_18_vr,img/2596_18_vr.jpeg,2596,2596_18,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,vr,v,r,18.3,13.5,True,2596_18_v,2596_18_r,vr_True,v_True,25_True,25_vr,25_vr_True,25_v,25_v_True,25_r,25_r_True
2596_18_vt,img/2596_18_vt.jpeg,2596,2596_18,Potrait de Colette,velin,18.3 x 13.5 cm,0.358,247,1948,25,prints/25_1948_2596-20121038.jpg,vt,v,t,18.3,13.5,True,2596_18_v,2596_18_t,vt_True,v_True,25_True,25_vt,25_vt_True,25_v,25_v_True,25_t,25_t_True
2596_3_rr,img/2596_3_rr.jpeg,2596,2596_3,Potrait de Colette,velin,18.3 x 13.5 cm,0.349,247,1948,25,prints/25_1948_2596-20121038.jpg,rr,r,r,18.3,13.5,True,2596_3_r,2596_3_r,rr_True,r_True,25_True,25_rr,25_rr_True,25_r,25_r_True,25_r,25_r_True
2596_3_rt,img/2596_3_rt.jpeg,2596,2596_3,Potrait de Colette,velin,18.3 x 13.5 cm,0.349,247,1948,25,prints/25_1948_2596-20121038.jpg,rt,r,t,18.3,13.5,True,2596_3_r,2596_3_t,rt_True,r_True,25_True,25_rt,25_rt_True,25_r,25_r_True,25_t,25_t_True
2596_3_vr,img/2596_3_vr.jpeg,2596,2596_3,Potrait de Colette,velin,18.3 x 13.5 cm,0.349,247,1948,25,prints/25_1948_2596-20121038.jpg,vr,v,r,18.3,13.5,True,2596_3_v,2596_3_r,vr_True,v_True,25_True,25_vr,25_vr_True,25_v,25_v_True,25_r,25_r_True
2596_3_vt,img/2596_3_vt.jpeg,2596,2596_3,Potrait de Colette,velin,18.3 x 13.5 cm,0.349,247,1948,25,prints/25_1948_2596-20121038.jpg,vt,v,t,18.3,13.5,True,2596_3_v,2596_3_t,vt_True,v_True,25_True,25_vt,25_vt_True,25_v,25_v_True,25_t,25_t_True
2596_essai_rr,img/2596_essai_rr.jpeg,2596,2596_essai,Potrait de Colette,velin,18.3 x 13.5 cm,0.36,247,1948,25,prints/25_1948_2596-20121038.jpg,rr,r,r,18.3,13.5,True,2596_essai_r,2596_essai_r,rr_True,r_True,25_True,25_rr,25_rr_True,25_r,25_r_True,25_r,25_r_True
2596_essai_rt,img/2596_essai_rt.jpeg,2596,2596_essai,Potrait de Colette,velin,18.3 x 13.5 cm,0.36,247,1948,25,prints/25_1948_2596-20121038.jpg,rt,r,t,18.3,13.5,True,2596_essai_r,2596_essai_t,rt_True,r_True,25_True,25_rt,25_rt_True,25_r,25_r_True,25_t,25_t_True
2596_essai_vr,img/2596_essai_vr.jpeg,2596,2596_essai,Potrait de Colette,velin,18.3 x 13.5 cm,0.36,247,1948,25,prints/25_1948_2596-20121038.jpg,vr,v,r,18.3,13.5,True,2596_essai_v,2596_essai_r,vr_True,v_True,25_True,25_vr,25_vr_True,25_v,25_v_True,25_r,25_r_True
2596_essai_vt,img/2596_essai_vt.jpeg,2596,2596_essai,Potrait de Colette,velin,18.3 x 13.5 cm,0.36,247,1948,25,prints/25_1948_2596-20121038.jpg,vt,v,t,18.3,13.5,True,2596_essai_v,2596_essai_t,vt_True,v_True,25_True,25_vt,25_vt_True,25_v,25_v_True,25_t,25_t_True
2597_1_rr,img/2597_1_rr.jpeg,2597,2597_1,Etude pour La Vierge (Vence),velin,missing data,0.37,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rr,r,r,missing data,missing data,False,2597_1_r,2597_1_r,rr_False,r_False,26_False,26_rr,26_rr_False,26_r,26_r_False,26_r,26_r_False
2597_1_rt,img/2597_1_rt.jpeg,2597,2597_1,Etude pour La Vierge (Vence),velin,missing data,0.37,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rt,r,t,missing data,missing data,False,2597_1_r,2597_1_t,rt_False,r_False,26_False,26_rt,26_rt_False,26_r,26_r_False,26_t,26_t_False
2597_1_vr,img/2597_1_vr.jpeg,2597,2597_1,Etude pour La Vierge (Vence),velin,missing data,0.37,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vr,v,r,missing data,missing data,False,2597_1_v,2597_1_r,vr_False,v_False,26_False,26_vr,26_vr_False,26_v,26_v_False,26_r,26_r_False
2597_1_vt,img/2597_1_vt.jpeg,2597,2597_1,Etude pour La Vierge (Vence),velin,missing data,0.37,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vt,v,t,missing data,missing data,False,2597_1_v,2597_1_t,vt_False,v_False,26_False,26_vt,26_vt_False,26_v,26_v_False,26_t,26_t_False
2597_21_rr,img/2597_21_rr.jpeg,2597,2597_21,Etude pour La Vierge (Vence),velin,missing data,0.361,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rr,r,r,missing data,missing data,False,2597_21_r,2597_21_r,rr_False,r_False,26_False,26_rr,26_rr_False,26_r,26_r_False,26_r,26_r_False
2597_21_rt,img/2597_21_rt.jpeg,2597,2597_21,Etude pour La Vierge (Vence),velin,missing data,0.361,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rt,r,t,missing data,missing data,False,2597_21_r,2597_21_t,rt_False,r_False,26_False,26_rt,26_rt_False,26_r,26_r_False,26_t,26_t_False
2597_21_vr,img/2597_21_vr.jpeg,2597,2597_21,Etude pour La Vierge (Vence),velin,missing data,0.361,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vr,v,r,missing data,missing data,False,2597_21_v,2597_21_r,vr_False,v_False,26_False,26_vr,26_vr_False,26_v,26_v_False,26_r,26_r_False
2597_21_vt,img/2597_21_vt.jpeg,2597,2597_21,Etude pour La Vierge (Vence),velin,missing data,0.361,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vt,v,t,missing data,missing data,False,2597_21_v,2597_21_t,vt_False,v_False,26_False,26_vt,26_vt_False,26_v,26_v_False,26_t,26_t_False
2597_9_rr,img/2597_9_rr.jpeg,2597,2597_9,Etude pour La Vierge (Vence),velin,missing data,0.34,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rr,r,r,missing data,missing data,False,2597_9_r,2597_9_r,rr_False,r_False,26_False,26_rr,26_rr_False,26_r,26_r_False,26_r,26_r_False
2597_9_rt,img/2597_9_rt.jpeg,2597,2597_9,Etude pour La Vierge (Vence),velin,missing data,0.34,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rt,r,t,missing data,missing data,False,2597_9_r,2597_9_t,rt_False,r_False,26_False,26_rt,26_rt_False,26_r,26_r_False,26_t,26_t_False
2597_9_vr,img/2597_9_vr.jpeg,2597,2597_9,Etude pour La Vierge (Vence),velin,missing data,0.34,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vr,v,r,missing data,missing data,False,2597_9_v,2597_9_r,vr_False,v_False,26_False,26_vr,26_vr_False,26_v,26_v_False,26_r,26_r_False
2597_9_vt,img/2597_9_vt.jpeg,2597,2597_9,Etude pour La Vierge (Vence),velin,missing data,0.34,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vt,v,t,missing data,missing data,False,2597_9_v,2597_9_t,vt_False,v_False,26_False,26_vt,26_vt_False,26_v,26_v_False,26_t,26_t_False
2597_essai_rr,img/2597_essai_rr.jpeg,2597,2597_essai,Etude pour La Vierge (Vence),velin,missing data,0.342,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rr,r,r,missing data,missing data,False,2597_essai_r,2597_essai_r,rr_False,r_False,26_False,26_rr,26_rr_False,26_r,26_r_False,26_r,26_r_False
2597_essai_rt,img/2597_essai_rt.jpeg,2597,2597_essai,Etude pour La Vierge (Vence),velin,missing data,0.342,missing data,1950,26,prints/26_1950_2597-20121039.jpg,rt,r,t,missing data,missing data,False,2597_essai_r,2597_essai_t,rt_False,r_False,26_False,26_rt,26_rt_False,26_r,26_r_False,26_t,26_t_False
2597_essai_vr,img/2597_essai_vr.jpeg,2597,2597_essai,Etude pour La Vierge (Vence),velin,missing data,0.342,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vr,v,r,missing data,missing data,False,2597_essai_v,2597_essai_r,vr_False,v_False,26_False,26_vr,26_vr_False,26_v,26_v_False,26_r,26_r_False
2597_essai_vt,img/2597_essai_vt.jpeg,2597,2597_essai,Etude pour La Vierge (Vence),velin,missing data,0.342,missing data,1950,26,prints/26_1950_2597-20121039.jpg,vt,v,t,missing data,missing data,False,2597_essai_v,2597_essai_t,vt_False,v_False,26_False,26_vt,26_vt_False,26_v,26_v_False,26_t,26_t_False
2598_19_rr,img/2598_19_rr.jpeg,2598,2598_19,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.351,261,1950,27,prints/27_1950_2598-20121041.jpg,rr,r,r,20.9,12.5,True,2598_19_r,2598_19_r,rr_True,r_True,27_True,27_rr,27_rr_True,27_r,27_r_True,27_r,27_r_True
2598_19_rt,img/2598_19_rt.jpeg,2598,2598_19,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.351,261,1950,27,prints/27_1950_2598-20121041.jpg,rt,r,t,20.9,12.5,True,2598_19_r,2598_19_t,rt_True,r_True,27_True,27_rt,27_rt_True,27_r,27_r_True,27_t,27_t_True
2598_19_vr,img/2598_19_vr.jpeg,2598,2598_19,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.351,261,1950,27,prints/27_1950_2598-20121041.jpg,vr,v,r,20.9,12.5,True,2598_19_v,2598_19_r,vr_True,v_True,27_True,27_vr,27_vr_True,27_v,27_v_True,27_r,27_r_True
2598_19_vt,img/2598_19_vt.jpeg,2598,2598_19,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.351,261,1950,27,prints/27_1950_2598-20121041.jpg,vt,v,t,20.9,12.5,True,2598_19_v,2598_19_t,vt_True,v_True,27_True,27_vt,27_vt_True,27_v,27_v_True,27_t,27_t_True
2598_4_rr,img/2598_4_rr.jpeg,2598,2598_4,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.352,261,1950,27,prints/27_1950_2598-20121041.jpg,rr,r,r,20.9,12.5,True,2598_4_r,2598_4_r,rr_True,r_True,27_True,27_rr,27_rr_True,27_r,27_r_True,27_r,27_r_True
2598_4_rt,img/2598_4_rt.jpeg,2598,2598_4,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.352,261,1950,27,prints/27_1950_2598-20121041.jpg,rt,r,t,20.9,12.5,True,2598_4_r,2598_4_t,rt_True,r_True,27_True,27_rt,27_rt_True,27_r,27_r_True,27_t,27_t_True
2598_4_vr,img/2598_4_vr.jpeg,2598,2598_4,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.352,261,1950,27,prints/27_1950_2598-20121041.jpg,vr,v,r,20.9,12.5,True,2598_4_v,2598_4_r,vr_True,v_True,27_True,27_vr,27_vr_True,27_v,27_v_True,27_r,27_r_True
2598_4_vt,img/2598_4_vt.jpeg,2598,2598_4,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.352,261,1950,27,prints/27_1950_2598-20121041.jpg,vt,v,t,20.9,12.5,True,2598_4_v,2598_4_t,vt_True,v_True,27_True,27_vt,27_vt_True,27_v,27_v_True,27_t,27_t_True
2598_essai_a_rr,img/2598_essai_a_rr.jpeg,2598,2598_essai_a,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.323,261,1950,27,prints/27_1950_2598-20121041.jpg,rr,r,r,20.9,12.5,True,2598_essai_a_r,2598_essai_a_r,rr_True,r_True,27_True,27_rr,27_rr_True,27_r,27_r_True,27_r,27_r_True
2598_essai_a_rt,img/2598_essai_a_rt.jpeg,2598,2598_essai_a,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.323,261,1950,27,prints/27_1950_2598-20121041.jpg,rt,r,t,20.9,12.5,True,2598_essai_a_r,2598_essai_a_t,rt_True,r_True,27_True,27_rt,27_rt_True,27_r,27_r_True,27_t,27_t_True
2598_essai_a_vr,img/2598_essai_a_vr.jpeg,2598,2598_essai_a,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.323,261,1950,27,prints/27_1950_2598-20121041.jpg,vr,v,r,20.9,12.5,True,2598_essai_a_v,2598_essai_a_r,vr_True,v_True,27_True,27_vr,27_vr_True,27_v,27_v_True,27_r,27_r_True
2598_essai_a_vt,img/2598_essai_a_vt.jpeg,2598,2598_essai_a,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.323,261,1950,27,prints/27_1950_2598-20121041.jpg,vt,v,t,20.9,12.5,True,2598_essai_a_v,2598_essai_a_t,vt_True,v_True,27_True,27_vt,27_vt_True,27_v,27_v_True,27_t,27_t_True
2598_essai_b_rr,img/2598_essai_b_rr.jpeg,2598,2598_essai_b,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.37,261,1950,27,prints/27_1950_2598-20121041.jpg,rr,r,r,20.9,12.5,True,2598_essai_b_r,2598_essai_b_r,rr_True,r_True,27_True,27_rr,27_rr_True,27_r,27_r_True,27_r,27_r_True
2598_essai_b_rt,img/2598_essai_b_rt.jpeg,2598,2598_essai_b,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.37,261,1950,27,prints/27_1950_2598-20121041.jpg,rt,r,t,20.9,12.5,True,2598_essai_b_r,2598_essai_b_t,rt_True,r_True,27_True,27_rt,27_rt_True,27_r,27_r_True,27_t,27_t_True
2598_essai_b_vr,img/2598_essai_b_vr.jpeg,2598,2598_essai_b,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.37,261,1950,27,prints/27_1950_2598-20121041.jpg,vr,v,r,20.9,12.5,True,2598_essai_b_v,2598_essai_b_r,vr_True,v_True,27_True,27_vr,27_vr_True,27_v,27_v_True,27_r,27_r_True
2598_essai_b_vt,img/2598_essai_b_vt.jpeg,2598,2598_essai_b,Etude pour La Vierge - tete de la voilee (Vence),velin,20.9 x 12.5 cm,0.37,261,1950,27,prints/27_1950_2598-20121041.jpg,vt,v,t,20.9,12.5,True,2598_essai_b_v,2598_essai_b_t,vt_True,v_True,27_True,27_vt,27_vt_True,27_v,27_v_True,27_t,27_t_True
2599_23_rt,img/2599_23_rt.jpeg,2599,2599_23,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,rt,r,t,20.8,14.0,True,2599_23_r,2599_23_t,rt_True,r_True,35_True,35_rt,35_rt_True,35_r,35_r_True,35_t,35_t_True
2599_23_rr,img/2599_23_rr.jpeg,2599,2599_23,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,rr,r,r,20.8,14.0,True,2599_23_r,2599_23_r,rr_True,r_True,35_True,35_rr,35_rr_True,35_r,35_r_True,35_r,35_r_True
2599_23_vr,img/2599_23_vr.jpeg,2599,2599_23,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,vr,v,r,20.8,14.0,True,2599_23_v,2599_23_r,vr_True,v_True,35_True,35_vr,35_vr_True,35_v,35_v_True,35_r,35_r_True
2599_23_vt,img/2599_23_vt.jpeg,2599,2599_23,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,vt,v,t,20.8,14.0,True,2599_23_v,2599_23_t,vt_True,v_True,35_True,35_vt,35_vt_True,35_v,35_v_True,35_t,35_t_True
2599_5_rt,img/2599_5_rt.jpeg,2599,2599_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,rt,r,t,20.8,14.0,True,2599_5_r,2599_5_t,rt_True,r_True,35_True,35_rt,35_rt_True,35_r,35_r_True,35_t,35_t_True
2599_5_rr,img/2599_5_rr.jpeg,2599,2599_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,rr,r,r,20.8,14.0,True,2599_5_r,2599_5_r,rr_True,r_True,35_True,35_rr,35_rr_True,35_r,35_r_True,35_r,35_r_True
2599_5_vr,img/2599_5_vr.jpeg,2599,2599_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,vr,v,r,20.8,14.0,True,2599_5_v,2599_5_r,vr_True,v_True,35_True,35_vr,35_vr_True,35_v,35_v_True,35_r,35_r_True
2599_5_vt,img/2599_5_vt.jpeg,2599,2599_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.361,291,1951,35,prints/35_1951_2599-20121045.jpg,vt,v,t,20.8,14.0,True,2599_5_v,2599_5_t,vt_True,v_True,35_True,35_vt,35_vt_True,35_v,35_v_True,35_t,35_t_True
2599_epreuve_5_rr,img/2599_epreuve_5_rr.jpeg,2599,2599_epreuve_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.348,291,1951,35,prints/35_1951_2599-20121045.jpg,rr,r,r,20.8,14.0,True,2599_epreuve_5_r,2599_epreuve_5_r,rr_True,r_True,35_True,35_rr,35_rr_True,35_r,35_r_True,35_r,35_r_True
2599_epreuve_5_rt,img/2599_epreuve_5_rt.jpeg,2599,2599_epreuve_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.348,291,1951,35,prints/35_1951_2599-20121045.jpg,rt,r,t,20.8,14.0,True,2599_epreuve_5_r,2599_epreuve_5_t,rt_True,r_True,35_True,35_rt,35_rt_True,35_r,35_r_True,35_t,35_t_True
2599_epreuve_5_vr,img/2599_epreuve_5_vr.jpeg,2599,2599_epreuve_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.348,291,1951,35,prints/35_1951_2599-20121045.jpg,vr,v,r,20.8,14.0,True,2599_epreuve_5_v,2599_epreuve_5_r,vr_True,v_True,35_True,35_vr,35_vr_True,35_v,35_v_True,35_r,35_r_True
2599_epreuve_5_vt,img/2599_epreuve_5_vt.jpeg,2599,2599_epreuve_5,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.348,291,1951,35,prints/35_1951_2599-20121045.jpg,vt,v,t,20.8,14.0,True,2599_epreuve_5_v,2599_epreuve_5_t,vt_True,v_True,35_True,35_vt,35_vt_True,35_v,35_v_True,35_t,35_t_True
2599_essai_rr,img/2599_essai_rr.jpeg,2599,2599_essai,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.346,291,1951,35,prints/35_1951_2599-20121045.jpg,rr,r,r,20.8,14.0,True,2599_essai_r,2599_essai_r,rr_True,r_True,35_True,35_rr,35_rr_True,35_r,35_r_True,35_r,35_r_True
2599_essai_rt,img/2599_essai_rt.jpeg,2599,2599_essai,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.346,291,1951,35,prints/35_1951_2599-20121045.jpg,rt,r,t,20.8,14.0,True,2599_essai_r,2599_essai_t,rt_True,r_True,35_True,35_rt,35_rt_True,35_r,35_r_True,35_t,35_t_True
2599_essai_vr,img/2599_essai_vr.jpeg,2599,2599_essai,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.346,291,1951,35,prints/35_1951_2599-20121045.jpg,vr,v,r,20.8,14.0,True,2599_essai_v,2599_essai_r,vr_True,v_True,35_True,35_vr,35_vr_True,35_v,35_v_True,35_r,35_r_True
2599_essai_vt,img/2599_essai_vt.jpeg,2599,2599_essai,Etude d'apres La longue meche de cheveux Katia,velin,20.8 x 14 cm,0.346,291,1951,35,prints/35_1951_2599-20121045.jpg,vt,v,t,20.8,14.0,True,2599_essai_v,2599_essai_t,vt_True,v_True,35_True,35_vt,35_vt_True,35_v,35_v_True,35_t,35_t_True
2600_10_rt,img/2600_10_rt.jpeg,2600,2600_10,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.368,294,1951,36,prints/36_1951_2600-20121046.jpg,rt,r,t,21.5,13.7,True,2600_10_r,2600_10_t,rt_True,r_True,36_True,36_rt,36_rt_True,36_r,36_r_True,36_t,36_t_True
2600_10_rr,img/2600_10_rr.jpeg,2600,2600_10,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.368,294,1951,36,prints/36_1951_2600-20121046.jpg,rr,r,r,21.5,13.7,True,2600_10_r,2600_10_r,rr_True,r_True,36_True,36_rr,36_rr_True,36_r,36_r_True,36_r,36_r_True
2600_10_vr,img/2600_10_vr.jpeg,2600,2600_10,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.368,294,1951,36,prints/36_1951_2600-20121046.jpg,vr,v,r,21.5,13.7,True,2600_10_v,2600_10_r,vr_True,v_True,36_True,36_vr,36_vr_True,36_v,36_v_True,36_r,36_r_True
2600_10_vt,img/2600_10_vt.jpeg,2600,2600_10,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.368,294,1951,36,prints/36_1951_2600-20121046.jpg,vt,v,t,21.5,13.7,True,2600_10_v,2600_10_t,vt_True,v_True,36_True,36_vt,36_vt_True,36_v,36_v_True,36_t,36_t_True
2600_19_rr,img/2600_19_rr.jpeg,2600,2600_19,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.352,294,1951,36,prints/36_1951_2600-20121046.jpg,rr,r,r,21.5,13.7,True,2600_19_r,2600_19_r,rr_True,r_True,36_True,36_rr,36_rr_True,36_r,36_r_True,36_r,36_r_True
2600_19_rt,img/2600_19_rt.jpeg,2600,2600_19,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.352,294,1951,36,prints/36_1951_2600-20121046.jpg,rt,r,t,21.5,13.7,True,2600_19_r,2600_19_t,rt_True,r_True,36_True,36_rt,36_rt_True,36_r,36_r_True,36_t,36_t_True
2600_19_vr,img/2600_19_vr.jpeg,2600,2600_19,Etude d'apres La longue meche de cheveux Katia,velin,21.5 x 13.7 cm,0.352,294,1951,36,prints/36_1951_2600-20121046.jpg,vr,v,r,21.5,13.7,True,2600_19_v,2600_19_r,vr_True,v_True,36_True,36_vr,36_vr_True,36_v,36_v_True,36_r,36_r_True
